epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,50.7914,1.36865,1.31876,1.53639,0.03709,0.26923,0.10085,0.05473,2.59124,3.79029,2.51839,0.000360822,0.000360822,0.000360822
52,51.2482,1.24851,1.40986,1.41867,0.03709,0.26923,0.10085,0.05473,2.59124,3.79029,2.51839,0.000360824,0.000360824,0.000360824
53,51.5708,1.3095,1.44735,1.55161,0.03709,0.26923,0.10085,0.05473,2.59124,3.79029,2.51839,0.000360542,0.000360542,0.000360542
54,51.9148,1.28654,1.37,1.46777,0.05424,0.38462,0.13807,0.07037,2.52951,3.72035,2.42142,0.000359978,0.000359978,0.000359978
55,52.2446,1.34288,1.67839,1.49052,0.05424,0.38462,0.13807,0.07037,2.52951,3.72035,2.42142,0.000359131,0.000359131,0.000359131
56,52.5673,1.62781,1.45388,1.63657,0.05424,0.38462,0.13807,0.07037,2.52951,3.72035,2.42142,0.000358,0.000358,0.000358
57,52.9206,1.57484,2.1258,1.60786,0.10232,0.28846,0.13538,0.07714,2.4519,3.65388,2.32232,0.000356587,0.000356587,0.000356587
58,53.24,1.40393,1.87115,1.49473,0.10232,0.28846,0.13538,0.07714,2.4519,3.65388,2.32232,0.000354891,0.000354891,0.000354891
59,53.5696,1.66557,1.83832,1.40975,0.10232,0.28846,0.13538,0.07714,2.4519,3.65388,2.32232,0.000352912,0.000352912,0.000352912
60,53.9093,1.40945,1.67507,1.48043,0.07922,0.46154,0.14929,0.09816,2.30386,3.52105,2.14997,0.000350649,0.000350649,0.000350649
61,54.2357,1.29407,1.68533,1.47419,0.07922,0.46154,0.14929,0.09816,2.30386,3.52105,2.14997,0.000348104,0.000348104,0.000348104
62,54.5618,1.21662,1.32749,1.44403,0.07922,0.46154,0.14929,0.09816,2.30386,3.52105,2.14997,0.000345276,0.000345276,0.000345276
63,54.8999,1.1871,1.26573,1.56272,0.36634,0.21154,0.16697,0.11037,2.24134,3.44577,2.06259,0.000342165,0.000342165,0.000342165
64,55.2198,1.4016,1.25925,1.56284,0.36634,0.21154,0.16697,0.11037,2.24134,3.44577,2.06259,0.000338772,0.000338772,0.000338772
65,55.6642,1.25665,1.12769,1.3881,0.36634,0.21154,0.16697,0.11037,2.24134,3.44577,2.06259,0.000335095,0.000335095,0.000335095
66,56.0151,1.15196,1.16418,1.46766,0.40292,0.21154,0.17882,0.11889,2.20818,3.38309,2.01791,0.000331135,0.000331135,0.000331135
67,56.345,1.34636,1.39867,1.38008,0.40292,0.21154,0.17882,0.11889,2.20818,3.38309,2.01791,0.000326892,0.000326892,0.000326892
68,56.6742,1.18929,1.24708,1.47969,0.40292,0.21154,0.17882,0.11889,2.20818,3.38309,2.01791,0.000322367,0.000322367,0.000322367
69,57.0122,1.25521,1.42826,1.48541,0.41839,0.22714,0.18634,0.12262,2.21443,3.34474,1.99622,0.000317558,0.000317558,0.000317558
70,57.3325,1.24852,1.20509,1.51183,0.41839,0.22714,0.18634,0.12262,2.21443,3.34474,1.99622,0.000312467,0.000312467,0.000312467
71,57.6805,1.68031,1.77411,1.39093,0.41839,0.22714,0.18634,0.12262,2.21443,3.34474,1.99622,0.000307092,0.000307092,0.000307092
72,58.0262,1.25309,1.21447,1.50564,0.45769,0.28846,0.22389,0.13737,2.18489,3.27771,1.94377,0.000301435,0.000301435,0.000301435
73,58.3592,1.16702,1.06863,1.22396,0.45769,0.28846,0.22389,0.13737,2.18489,3.27771,1.94377,0.000295494,0.000295494,0.000295494
74,58.6806,1.20284,1.07623,1.48856,0.45769,0.28846,0.22389,0.13737,2.18489,3.27771,1.94377,0.000289271,0.000289271,0.000289271
75,59.0271,1.50332,1.41145,1.32368,0.438,0.32408,0.27038,0.14676,2.16374,3.20779,1.90069,0.000282765,0.000282765,0.000282765
76,59.3619,1.29082,1.50708,1.31651,0.438,0.32408,0.27038,0.14676,2.16374,3.20779,1.90069,0.000275976,0.000275976,0.000275976
77,59.8026,0.94802,1.01455,1.36115,0.438,0.32408,0.27038,0.14676,2.16374,3.20779,1.90069,0.000268904,0.000268904,0.000268904
78,60.1444,1.53285,1.63087,1.40863,0.48573,0.30769,0.28382,0.15031,2.15049,3.17794,1.89,0.000261548,0.000261548,0.000261548
79,60.494,1.30871,1.08873,1.27757,0.48573,0.30769,0.28382,0.15031,2.15049,3.17794,1.89,0.00025391,0.00025391,0.00025391
80,60.8224,1.06341,1.15397,1.3131,0.48573,0.30769,0.28382,0.15031,2.15049,3.17794,1.89,0.000245989,0.000245989,0.000245989
81,61.1794,1.33515,1.3763,1.3505,0.48856,0.30921,0.29672,0.15914,2.10485,3.12563,1.85414,0.000237786,0.000237786,0.000237786
82,61.4942,1.14867,1.13613,1.31064,0.48856,0.30921,0.29672,0.15914,2.10485,3.12563,1.85414,0.000229299,0.000229299,0.000229299
83,61.8213,1.099,1.26724,1.44396,0.48856,0.30921,0.29672,0.15914,2.10485,3.12563,1.85414,0.000220529,0.000220529,0.000220529
84,62.1658,1.2221,1.21323,1.25635,0.49483,0.33518,0.31721,0.16963,2.05684,3.0884,1.82409,0.000211476,0.000211476,0.000211476
85,62.506,1.30769,1.40173,1.49188,0.49483,0.33518,0.31721,0.16963,2.05684,3.0884,1.82409,0.000202141,0.000202141,0.000202141
86,62.8578,1.25935,1.11269,1.24791,0.49483,0.33518,0.31721,0.16963,2.05684,3.0884,1.82409,0.000192522,0.000192522,0.000192522
87,63.1784,1.1282,1.33097,1.4085,0.49483,0.33518,0.31721,0.16963,2.05684,3.0884,1.82409,0.00018262,0.00018262,0.00018262
88,63.6274,1.3063,1.19378,1.48664,0.29921,0.5,0.31683,0.17088,2.04731,3.10197,1.83239,0.000172436,0.000172436,0.000172436
89,63.952,1.17786,1.0987,1.25339,0.29921,0.5,0.31683,0.17088,2.04731,3.10197,1.83239,0.000161969,0.000161969,0.000161969
90,64.2709,1.2433,1.14077,1.306,0.29921,0.5,0.31683,0.17088,2.04731,3.10197,1.83239,0.000151218,0.000151218,0.000151218
91,74.6892,1.07938,1.21113,1.42794,0.29921,0.5,0.31683,0.17088,2.04731,3.10197,1.83239,0.000140185,0.000140185,0.000140185
92,75.0536,1.49049,1.41928,1.34247,0.46707,0.34392,0.31511,0.17883,1.97274,3.03926,1.77395,0.000128869,0.000128869,0.000128869
93,75.3916,1.05482,1.26102,1.43022,0.46707,0.34392,0.31511,0.17883,1.97274,3.03926,1.77395,0.000117269,0.000117269,0.000117269
94,75.7028,1.17844,1.16364,1.31886,0.46707,0.34392,0.31511,0.17883,1.97274,3.03926,1.77395,0.000105387,0.000105387,0.000105387
95,76.0115,0.85043,0.96432,1.28134,0.46707,0.34392,0.31511,0.17883,1.97274,3.03926,1.77395,9.32222e-05,9.32222e-05,9.32222e-05
96,76.3542,1.4246,1.31454,1.33245,0.48529,0.28372,0.30618,0.18254,1.9023,2.9765,1.72497,8.07742e-05,8.07742e-05,8.07742e-05
97,76.6705,1.23632,1.33923,1.34578,0.48529,0.28372,0.30618,0.18254,1.9023,2.9765,1.72497,6.80433e-05,6.80433e-05,6.80433e-05
98,76.9941,1.30362,1.54738,1.13473,0.48529,0.28372,0.30618,0.18254,1.9023,2.9765,1.72497,5.50294e-05,5.50294e-05,5.50294e-05
99,77.3099,1.20045,1.17087,1.25648,0.48529,0.28372,0.30618,0.18254,1.9023,2.9765,1.72497,4.17325e-05,4.17325e-05,4.17325e-05
100,77.6515,0.92297,1.0122,1.32273,0.47513,0.30769,0.33286,0.19295,1.86567,2.9208,1.68554,2.81527e-05,2.81527e-05,2.81527e-05
